门店名称,款式,商品性质,Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售),Sum(前7天销售),Sum(前6天销售)
朱家店,[未知],停止进货,3,6,,,,,,,1,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,
朱家店,[未知],正常补货,2,1,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,9,停止进货,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,9,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,9,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,中袖短板T恤,停止进货,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,中袖短板T恤,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,长裤,停止进货,,,,,15,18,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
朱家店,长裤,正常补货,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,长裤,清理,,,,,12,0,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,
朱家店,长裤,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,短袖,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,短袖,停止进货,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,长袖,停止进货,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,
朱家店,长袖,清理,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,正常夹克,清理,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,正常夹克,停止进货,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,净色,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,
朱家店,袜,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,正常风衣（外套）,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,正常风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,套衫短板卫衣,停止进货,,,,,,,,,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,套衫短板卫衣,清理,,,,,,,,,10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,鞋,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
朱家店,上下套装,停止进货,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
朱家店,带帽,停止进货,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,带帽,清理,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,无领中袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,套头,清理,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
朱家店,套头,停止进货,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,中袖,停止进货,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,中袖,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱家店,条纹,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
船厂店,[未知],停止进货,4,6,,,3,2,,,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,[未知],正常补货,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
船厂店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,[未知],清理,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,短袖短板T恤,正常补货,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,短袖短板T恤,停止进货,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,立领,停止进货,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,套头,停止进货,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,套头,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,套衫短板卫衣,停止进货,,,,,,,,,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,套衫短板卫衣,清理,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,长裤,清理,,,,,13,0,,,,,,,,,,,,,,,6,4,,,,,,,,,,,,,,,,
船厂店,长裤,停止进货,,,,,16,12,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,
船厂店,长裤,正常补货,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,长袖,停止进货,3,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
船厂店,长袖,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,
船厂店,中袖,停止进货,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,中袖,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,带帽,停止进货,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,正常夹克,停止进货,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,9,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,9,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,正常风衣（外套）,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
船厂店,正常风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,条纹,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
船厂店,中袖短板T恤,停止进货,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,开衫,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,短袖,停止进货,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,短袖,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船厂店,净色,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,正常夹克,停止进货,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
新港店,长裤,清理,,,,,3,3,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,
新港店,长裤,停止进货,,,,,4,13,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
新港店,长裤,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,长裤,正常补货,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,[未知],正常补货,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,[未知],停止进货,2,3,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
新港店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,[未知],清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,中袖短板T恤,停止进货,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,套衫短板卫衣,停止进货,,,,,,,,,11,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,套衫短板卫衣,清理,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,短袖短板T恤,正常补货,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,短袖短板T恤,停止进货,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,中袖,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,上下套装,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,长袖,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,
新港店,长袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,
新港店,套头,停止进货,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,套头,清理,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,,,,
新港店,无领长袖,停止进货,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,9,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,9,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,立领,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,正常风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4
新港店,条纹,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
新港店,有领长袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,净色,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,短袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,短袖,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,带帽,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,带帽,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新港店,套衫短板毛衣,清理,,,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,
风中店,短袖短板T恤,正常补货,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,短袖短板T恤,停止进货,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,短袖短板T恤,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,长裤,停止进货,,,,,28,40,,,,,,,,,,,,,,,7,9,,,,,,,,,,,,,,,,
风中店,长裤,清理,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,长裤,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,长裤,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,9,停止进货,,,,,3,8,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
风中店,9,正常补货,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,9,清理,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,中袖短板T恤,停止进货,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,中袖短板T恤,正常补货,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,中袖短板T恤,清理,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,带帽,停止进货,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
风中店,[未知],正常补货,5,4,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,[未知],停止进货,5,4,,,,,,,5,6,,,4,3,,,,,,,1,1,,,,,2,2,,,,,,,,,1,2
风中店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
风中店,[未知],清理,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,套衫短板卫衣,停止进货,,,,,,,,,66,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,套衫短板卫衣,清理,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,开衫,停止进货,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
风中店,短袖,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,短袖,停止进货,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,正常夹克,停止进货,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,
风中店,正常夹克,清理,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
风中店,鞋,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,
风中店,鞋,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,上下套装,停止进货,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
风中店,长袖,停止进货,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,,,,,
风中店,长袖,清理,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,内外套装,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
风中店,净色,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
风中店,无领中袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
风中店,拼接,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
风中店,正常风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,正常风衣（外套）,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
风中店,有领长袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
风中店,中袖,停止进货,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,袜,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,
风中店,袜,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,袜,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
风中店,套头,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,套头,停止进货,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,立领,清理,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
风中店,条纹,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
风中店,长袖短板T恤,停止进货,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
风中店,长袖短板T恤,清理,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,[未知],停止进货,1,1,,,4,7,,,4,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,[未知],正常补货,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
吉浦店,正常风衣（外套）,清理,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,5
吉浦店,短袖短板T恤,正常补货,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,短袖短板T恤,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,套衫短板卫衣,停止进货,,,,,,,,,29,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,套衫短板卫衣,清理,,,,,,,,,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,正常夹克,停止进货,,,,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,正常夹克,清理,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,长裤,停止进货,,,,,9,13,,,,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,
吉浦店,长裤,正常补货,,,,,,1,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,
吉浦店,长裤,清理,,,,,6,7,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,
吉浦店,9,正常补货,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,9,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,9,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,9,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖,停止进货,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,带帽,停止进货,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,套头,停止进货,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,套头,清理,,,,,,,,,,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
吉浦店,套头,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖短板T恤,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖短板T恤,停止进货,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,中袖短板T恤,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,长袖,停止进货,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,
吉浦店,长袖,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,
吉浦店,净色,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,短袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,短袖,正常补货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,无领长袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吉浦店,宽松风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,[未知],停止进货,3,7,,,9,9,,,1,3,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,[未知],正常补货,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,[未知],新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,正常夹克,停止进货,,,,,,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,带帽,停止进货,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,长裤,停止进货,,,,,27,22,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,
青浦店,长裤,清理,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,短袖短板T恤,正常补货,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,短袖短板T恤,停止进货,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,9,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,9,正常补货,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,正常风衣（外套）,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
青浦店,正常风衣（外套）,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,套头,停止进货,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,无领中袖,停止进货,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,
青浦店,开衫,停止进货,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
青浦店,开衫,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,短袖,正常补货,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,短袖,停止进货,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,套衫短板卫衣,停止进货,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,套衫短板卫衣,清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,中裤,新款试货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,长袖,停止进货,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青浦店,上下套装,停止进货,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
